costco_key,state,year,month,date,mean_price_cents,n_observations,n_unique_stations
Lake Macquarie,NSW,2019,6,2019-06-15,135.7941,204,24
Lake Macquarie,NSW,2019,7,2019-07-15,143.1131,122,24
Lake Macquarie,NSW,2019,8,2019-08-15,144.3332,202,22
Lake Macquarie,NSW,2019,9,2019-09-15,148.3471,104,24
Lake Macquarie,NSW,2019,10,2019-10-15,147.0017,179,24
Lake Macquarie,NSW,2019,11,2019-11-15,148.8885,191,25
Lake Macquarie,NSW,2019,12,2019-12-15,146.4084,166,25
Lake Macquarie,NSW,2020,1,2020-01-15,151.5029,140,25
Lake Macquarie,NSW,2020,2,2020-02-15,144.943,228,25
Lake Macquarie,NSW,2020,3,2020-03-15,125.1271,203,26
Lake Macquarie,NSW,2020,4,2020-04-15,102.0122,148,26
Lake Macquarie,NSW,2020,5,2020-05-15,105.7817,120,26
Lake Macquarie,NSW,2020,6,2020-06-15,123.077,100,26
Lake Macquarie,NSW,2020,7,2020-07-15,113.5833,84,25
Lake Macquarie,NSW,2020,8,2020-08-15,108.3,104,21
Lake Macquarie,NSW,2020,9,2020-09-15,118.9108,148,25
Lake Macquarie,NSW,2020,10,2020-10-15,120.2338,269,28
Lake Macquarie,NSW,2020,11,2020-11-15,115.629,389,29
Lake Macquarie,NSW,2020,12,2020-12-15,130.024,100,27
Lake Macquarie,NSW,2021,1,2021-01-15,126.64,30,21
Lake Macquarie,NSW,2021,2,2021-02-15,141.0013,78,28
Lake Macquarie,NSW,2021,3,2021-03-15,142.4255,102,30
Lake Macquarie,NSW,2021,4,2021-04-15,133.68,15,10
Lake Macquarie,NSW,2021,5,2021-05-15,144.8763,93,26
Lake Macquarie,NSW,2021,6,2021-06-15,137.8939,181,29
Lake Macquarie,NSW,2021,7,2021-07-15,139.8327,110,13
Lake Macquarie,NSW,2021,8,2021-08-15,149.5287,136,29
Lake Macquarie,NSW,2021,9,2021-09-15,144.0202,119,17
Lake Macquarie,NSW,2021,10,2021-10-15,161.9855,117,29
Lake Macquarie,NSW,2021,11,2021-11-15,163.5229,140,24
Lake Macquarie,NSW,2021,12,2021-12-15,161.9459,61,27
Lake Macquarie,NSW,2022,1,2022-01-15,174.4667,78,30
Lake Macquarie,NSW,2022,2,2022-02-15,179.4765,102,29
Lake Macquarie,NSW,2022,3,2022-03-15,191.3248,210,32
Lake Macquarie,NSW,2022,4,2022-04-15,175.3958,283,31
Lake Macquarie,NSW,2022,5,2022-05-15,195.9218,348,31
Lake Macquarie,NSW,2022,6,2022-06-15,208.6216,870,33
Lake Macquarie,NSW,2022,7,2022-07-15,195.6609,568,33
Lake Macquarie,NSW,2022,8,2022-08-15,169.0424,278,32
Lake Macquarie,NSW,2022,9,2022-09-15,177.3449,156,33
Lake Macquarie,NSW,2022,10,2022-10-15,181.7304,224,38
Lake Macquarie,NSW,2022,11,2022-11-15,194.2062,276,38
Lake Macquarie,NSW,2022,12,2022-12-15,175.6691,220,37
Lake Macquarie,NSW,2023,1,2023-01-15,183.365,200,39
Lake Macquarie,NSW,2023,2,2023-02-15,188.2434,205,39
Lake Macquarie,NSW,2023,3,2023-03-15,177.6377,215,31
Lake Macquarie,NSW,2023,4,2023-04-15,190.5682,277,40
Lake Macquarie,NSW,2023,5,2023-05-15,173.8755,470,42
Lake Macquarie,NSW,2023,6,2023-06-15,183.7474,504,40
Lake Macquarie,NSW,2023,7,2023-07-15,190.0937,363,42
Lake Macquarie,NSW,2023,9,2023-09-15,210.8077,522,41
Lake Macquarie,NSW,2023,10,2023-10-15,194.1863,504,43
Lake Macquarie,NSW,2023,11,2023-11-15,200.5467,830,42
Lake Macquarie,NSW,2023,12,2023-12-15,188.0673,807,43
Lake Macquarie,NSW,2024,1,2024-01-15,185.6535,877,42
Lake Macquarie,NSW,2024,2,2024-02-15,198.6066,809,43
Lake Macquarie,NSW,2024,3,2024-03-15,203.0622,875,42
Lake Macquarie,NSW,2024,4,2024-04-15,211.3597,628,51
Lake Macquarie,NSW,2024,5,2024-05-15,190.7574,1505,52
Lake Macquarie,NSW,2024,6,2024-06-15,197.5569,1265,55
Lake Macquarie,NSW,2024,8,2024-08-15,187.916,1191,57
Lake Macquarie,NSW,2024,9,2024-09-15,176.1608,1646,57
Lake Macquarie,NSW,2024,11,2024-11-15,182.6666,1448,58
Lake Macquarie,NSW,2024,12,2024-12-15,190.8195,523,53
Lake Macquarie,NSW,2025,4,2025-04-15,179.3757,1028,55
Lake Macquarie,NSW,2025,5,2025-05-15,166.9322,904,60
Lake Macquarie,NSW,2025,8,2025-08-15,171.5398,633,50
Lake Macquarie,NSW,2025,11,2025-11-15,175.3434,792,46
Lake Macquarie,NSW,2025,12,2025-12-15,172.0172,1059,50
Lake Macquarie,NSW,2026,1,2026-01-15,167.9365,581,59
Perth Airport,WA,2018,1,2018-01-15,136.9841,744,24
Perth Airport,WA,2018,2,2018-02-15,136.486,672,24
Perth Airport,WA,2018,3,2018-03-15,134.8465,744,24
Perth Airport,WA,2018,4,2018-04-15,137.6889,710,24
Perth Airport,WA,2018,5,2018-05-15,145.6941,713,23
Perth Airport,WA,2018,6,2018-06-15,147.2957,690,23
Perth Airport,WA,2018,7,2018-07-15,145.0952,726,24
Perth Airport,WA,2018,8,2018-08-15,142.8137,780,27
Perth Airport,WA,2018,9,2018-09-15,147.3574,810,27
Perth Airport,WA,2018,10,2018-10-15,156.1341,837,27
Perth Airport,WA,2018,11,2018-11-15,143.839,834,28
Perth Airport,WA,2018,12,2018-12-15,127.6467,889,29
Perth Airport,WA,2019,1,2019-01-15,125.1764,899,29
Perth Airport,WA,2019,2,2019-02-15,127.2007,812,29
Perth Airport,WA,2019,3,2019-03-15,135.4697,899,29
Perth Airport,WA,2019,4,2019-04-15,145.0913,870,29
Perth Airport,WA,2019,5,2019-05-15,148.2307,899,29
Perth Airport,WA,2019,6,2019-06-15,137.3614,911,31
Perth Airport,WA,2019,7,2019-07-15,138.9535,998,33
Perth Airport,WA,2019,8,2019-08-15,137.969,1039,34
Perth Airport,WA,2019,9,2019-09-15,140.6762,1020,34
Perth Airport,WA,2019,10,2019-10-15,145.6713,1054,34
Perth Airport,WA,2019,11,2019-11-15,144.4626,1020,34
Perth Airport,WA,2019,12,2019-12-15,144.9683,1089,36
Perth Airport,WA,2020,1,2020-01-15,142.9801,1116,36
Perth Airport,WA,2020,2,2020-02-15,135.2916,1044,36
Perth Airport,WA,2020,3,2020-03-15,122.4022,1116,36
Perth Airport,WA,2020,4,2020-04-15,99.2997,1080,36
Perth Airport,WA,2020,5,2020-05-15,101.5323,1147,37
Perth Airport,WA,2020,6,2020-06-15,112.979,1110,37
Perth Airport,WA,2020,7,2020-07-15,119.2398,1147,37
Perth Airport,WA,2020,8,2020-08-15,116.2153,1147,37
Perth Airport,WA,2020,9,2020-09-15,115.4601,1145,39
Perth Airport,WA,2020,10,2020-10-15,115.8973,1199,40
Perth Airport,WA,2020,11,2020-11-15,114.1277,1200,40
Perth Airport,WA,2020,12,2020-12-15,116.9983,1262,41
Perth Airport,WA,2021,1,2021-01-15,120.8052,1271,41
Perth Airport,WA,2021,2,2021-02-15,128.6011,1148,41
Perth Airport,WA,2021,3,2021-03-15,135.939,1291,42
Perth Airport,WA,2021,4,2021-04-15,137.691,1293,44
Perth Airport,WA,2021,5,2021-05-15,137.2662,1389,45
Perth Airport,WA,2021,6,2021-06-15,139.4013,1350,45
Perth Airport,WA,2021,7,2021-07-15,147.3954,1395,45
Perth Airport,WA,2021,8,2021-08-15,147.3158,1459,48
Perth Airport,WA,2021,9,2021-09-15,150.8134,1461,49
Perth Airport,WA,2021,10,2021-10-15,160.7333,1587,54
Perth Airport,WA,2021,11,2021-11-15,166.4003,1590,53
Perth Airport,WA,2021,12,2021-12-15,161.4094,1665,54
Perth Airport,WA,2022,1,2022-01-15,166.7684,1674,54
Perth Airport,WA,2022,2,2022-02-15,178.9083,1512,54
Perth Airport,WA,2022,3,2022-03-15,198.466,1674,54
Perth Airport,WA,2022,4,2022-04-15,168.8648,1620,54
Perth Airport,WA,2022,5,2022-05-15,186.8565,1674,54
Perth Airport,WA,2022,6,2022-06-15,203.3422,1628,55
Perth Airport,WA,2022,7,2022-07-15,189.2479,1730,56
Perth Airport,WA,2022,8,2022-08-15,164.3546,1766,57
Perth Airport,WA,2022,9,2022-09-15,163.3815,1734,59
Perth Airport,WA,2022,10,2022-10-15,180.127,1823,59
Perth Airport,WA,2022,11,2022-11-15,182.7636,1786,60
Perth Airport,WA,2022,12,2022-12-15,169.8395,1884,63
Perth Airport,WA,2023,1,2023-01-15,170.6057,1953,63
Perth Airport,WA,2023,2,2023-02-15,174.2388,1764,63
Perth Airport,WA,2023,3,2023-03-15,176.1456,1985,65
Perth Airport,WA,2023,4,2023-04-15,181.6089,1986,67
Perth Airport,WA,2023,5,2023-05-15,174.1469,2117,69
Perth Airport,WA,2023,6,2023-06-15,174.1349,2079,70
Perth Airport,WA,2023,7,2023-07-15,175.3302,2182,72
Perth Airport,WA,2023,8,2023-08-15,193.735,2216,72
Perth Airport,WA,2023,9,2023-09-15,201.2752,2165,73
Perth Airport,WA,2023,10,2023-10-15,192.7981,2283,74
Perth Airport,WA,2023,11,2023-11-15,190.6297,2250,75
Perth Airport,WA,2023,12,2023-12-15,178.7673,2378,77
Perth Airport,WA,2024,1,2024-01-15,177.2439,2396,78
Perth Airport,WA,2024,2,2024-02-15,187.1888,2262,78
Perth Airport,WA,2024,3,2024-03-15,185.4485,2418,78
Perth Airport,WA,2024,4,2024-04-15,191.6095,2378,80
Perth Airport,WA,2024,5,2024-05-15,188.1125,2497,82
Perth Airport,WA,2024,6,2024-06-15,180.2964,2460,82
Perth Airport,WA,2024,7,2024-07-15,182.8324,2542,82
Perth Airport,WA,2024,8,2024-08-15,179.1818,2582,84
Perth Airport,WA,2024,9,2024-09-15,169.7386,2549,85
Perth Airport,WA,2024,10,2024-10-15,171.3529,2635,85
Perth Airport,WA,2024,11,2024-11-15,169.1301,2576,86
Perth Airport,WA,2024,12,2024-12-15,171.4656,2699,88
Perth Airport,WA,2025,1,2025-01-15,178.0678,2748,90
Perth Airport,WA,2025,2,2025-02-15,177.347,2549,92
Perth Airport,WA,2025,3,2025-03-15,174.4819,2871,94
Perth Airport,WA,2025,4,2025-04-15,171.9358,2862,96
Perth Airport,WA,2025,5,2025-05-15,167.6704,2976,96
Perth Airport,WA,2025,6,2025-06-15,170.95,2880,96
Perth Airport,WA,2025,7,2025-07-15,173.2097,2978,97
Perth Airport,WA,2025,8,2025-08-15,171.7075,3007,97
Perth Airport,WA,2025,9,2025-09-15,172.4289,2910,97
Perth Airport,WA,2025,10,2025-10-15,170.8183,3007,97
Perth Airport,WA,2025,11,2025-11-15,174.4983,2926,98
Perth Airport,WA,2025,12,2025-12-15,173.0567,3038,98
Perth Airport,WA,2026,1,2026-01-15,166.7243,3038,98
Perth Airport,WA,2026,2,2026-02-15,163.5756,2747,99
Perth Airport,WA,2026,3,2026-03-15,222.4952,3075,100
Perth Airport,WA,2026,4,2026-04-15,205.3297,2900,100
